"n","p","rep_id","method","l2_error","runtime_sec","seed_data","seed_split","seed_algo","tuning_config_id","q","T1","T2","T_fd_budget","eta","T","lambda","tau","tau_q"
800,800,84,"Shrinkage",1.35035302801017,1.71999999999935,20870591,20970591,21370591,NA,NA,NA,NA,NA,NA,NA,0.99148504793112,5.13921939234983,0.98
1200,800,84,"TS-RIGHT",0.237346077768603,7.52000000000044,20880591,20980591,21080591,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,84,"IHT",0.361384396989509,3.66999999999916,20880591,20980591,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,84,"Lasso",0.452728232891201,2.44999999999982,20880591,20980591,21180591,NA,NA,NA,NA,NA,NA,NA,0.408287733281431,NA,NA
1200,800,84,"Adaptive Huber",0.264223203616758,198.440000000001,20880591,20980591,21280591,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,3.46215680096104,0.9
1200,800,84,"Shrinkage",0.863677620645577,3.60999999999967,20880591,20980591,21380591,NA,NA,NA,NA,NA,NA,NA,0.620201727262615,5.13163224528413,0.98
1600,800,84,"TS-RIGHT",0.180681666770067,7.44000000000051,20890591,20990591,21090591,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,84,"IHT",0.660140426587977,6.02999999999975,20890591,20990591,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,84,"Lasso",0.712079462433071,7.05000000000018,20890591,20990591,21190591,NA,NA,NA,NA,NA,NA,NA,0.913350117872475,NA,NA
1600,800,84,"Adaptive Huber",0.218029944201164,277.64,20890591,20990591,21290591,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.83458502977051,0.95
1600,800,84,"Shrinkage",1.12447818705009,13.6099999999997,20890591,20990591,21390591,NA,NA,NA,NA,NA,NA,NA,0.522284992429375,5.44543601202481,0.98
2000,800,84,"TS-RIGHT",0.179245144871279,8.88000000000011,20900591,21000591,21100591,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,84,"IHT",0.254758014258614,6.42000000000007,20900591,21000591,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,84,"Lasso",0.268420290997761,4.92999999999938,20900591,21000591,21200591,NA,NA,NA,NA,NA,NA,NA,0.393881500091015,NA,NA
2000,800,84,"Adaptive Huber",0.197893945917423,357.81,20900591,21000591,21300591,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.50019177772756,0.95
2000,800,84,"Shrinkage",1.00832907965302,13.6199999999999,20900591,21000591,21400591,NA,NA,NA,NA,NA,NA,NA,0.572764605591896,3.58648070635301,0.95
2400,800,84,"TS-RIGHT",0.178862551643372,8.83999999999924,20910591,21010591,21110591,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,84,"IHT",0.2032909301416,10.3299999999999,20910591,21010591,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,84,"Lasso",0.276605785714081,4.80000000000018,20910591,21010591,21210591,NA,NA,NA,NA,NA,NA,NA,0.347628193893155,NA,NA
2400,800,84,"Adaptive Huber",0.162677707551987,437.110000000001,20910591,21010591,21310591,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,6.59235415791135,0.95
2400,800,84,"Shrinkage",1.16126034038055,15.5299999999997,20910591,21010591,21410591,NA,NA,NA,NA,NA,NA,NA,0.642521683941709,3.48913676863774,0.95
800,800,85,"TS-RIGHT",0.32788489946602,9.5600000000004,20870592,20970592,21070592,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,85,"IHT",0.360513777449416,3.13999999999942,20870592,20970592,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,85,"Lasso",0.63422409749125,0.789999999999964,20870592,20970592,21170592,NA,NA,NA,NA,NA,NA,NA,0.723337686986913,NA,NA
800,800,85,"Adaptive Huber",0.288221002555019,122.52,20870592,20970592,21270592,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,4.94676892957625,0.95
800,800,85,"Shrinkage",1.52516164991781,1.17000000000007,20870592,20970592,21370592,NA,NA,NA,NA,NA,NA,NA,0.469497896406183,5.29189718983439,0.98
1200,800,85,"TS-RIGHT",0.270208773937227,7.64999999999964,20880592,20980592,21080592,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,85,"IHT",0.289295976218709,3.80000000000018,20880592,20980592,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,85,"Lasso",0.462820068030921,3.07999999999993,20880592,20980592,21180592,NA,NA,NA,NA,NA,NA,NA,0.678560974572585,NA,NA
1200,800,85,"Adaptive Huber",0.277913961517796,200.15,20880592,20980592,21280592,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.67856244023383,0.95
1200,800,85,"Shrinkage",0.878034722298382,3.56999999999971,20880592,20980592,21380592,NA,NA,NA,NA,NA,NA,NA,0.590643458222867,5.11841917701935,0.98
1600,800,85,"TS-RIGHT",0.184504401002108,8.61999999999989,20890592,20990592,21090592,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,85,"IHT",0.15532716978073,5.17000000000007,20890592,20990592,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,85,"Lasso",0.262225823574461,4.25,20890592,20990592,21190592,NA,NA,NA,NA,NA,NA,NA,0.317489891502564,NA,NA
1600,800,85,"Adaptive Huber",0.263608077673844,274.02,20890592,20990592,21290592,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,10.3719514463574,0.98
1600,800,85,"Shrinkage",1.41738593260679,13.8299999999999,20890592,20990592,21390592,NA,NA,NA,NA,NA,NA,NA,0.627136217507165,3.54336682090124,0.95
2000,800,85,"TS-RIGHT",0.20893001890842,9.27999999999975,20900592,21000592,21100592,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,85,"IHT",0.256843650339067,6.32999999999993,20900592,21000592,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,85,"Lasso",0.37790001697168,5.30000000000018,20900592,21000592,21200592,NA,NA,NA,NA,NA,NA,NA,0.390940795517487,NA,NA
2000,800,85,"Adaptive Huber",0.288406456010454,354.690000000001,20900592,21000592,21300592,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.18970085391851,0.95
2000,800,85,"Shrinkage",1.54893975424925,13.6900000000005,20900592,21000592,21400592,NA,NA,NA,NA,NA,NA,NA,0.834632080822104,3.48994971504579,0.95
2400,800,85,"TS-RIGHT",0.190119213155015,9.13999999999942,20910592,21010592,21110592,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,85,"IHT",0.385821584100662,9.42000000000007,20910592,21010592,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,85,"Lasso",0.39449011031451,6.66000000000076,20910592,21010592,21210592,NA,NA,NA,NA,NA,NA,NA,0.57606314005547,NA,NA
2400,800,85,"Adaptive Huber",0.242055690941708,427.75,20910592,21010592,21310592,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,3.95326422898965,0.9
2400,800,85,"Shrinkage",1.09634416172409,14.46,20910592,21010592,21410592,NA,NA,NA,NA,NA,NA,NA,0.531474950724353,5.78093347399472,0.98
800,800,86,"TS-RIGHT",0.341100894715581,8.96999999999935,20870593,20970593,21070593,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,86,"IHT",Inf,2.28000000000065,20870593,20970593,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,86,"Lasso",0.76989271863588,0.619999999999891,20870593,20970593,21170593,NA,NA,NA,NA,NA,NA,NA,1.05711375899613,NA,NA
800,800,86,"Adaptive Huber",0.767423926898834,128.5,20870593,20970593,21270593,NA,NA,NA,NA,NA,NA,NA,1,6.0204226302139,0.95
800,800,86,"Shrinkage",1.52137318399784,1.61000000000058,20870593,20970593,21370593,NA,NA,NA,NA,NA,NA,NA,0.821491616427729,3.62882253956457,0.95
1200,800,86,"TS-RIGHT",0.217771689222299,6.40999999999985,20880593,20980593,21080593,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,86,"IHT",0.313462445678366,4.25,20880593,20980593,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,86,"Lasso",0.47513849913194,3.32999999999993,20880593,20980593,21180593,NA,NA,NA,NA,NA,NA,NA,0.43728052530373,NA,NA
1200,800,86,"Adaptive Huber",0.327296742196934,204.280000000001,20880593,20980593,21280593,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,3.57859894368417,0.9
1200,800,86,"Shrinkage",1.40605192200347,4.66999999999916,20880593,20980593,21380593,NA,NA,NA,NA,NA,NA,NA,0.663312875991829,3.56465663507021,0.95
1600,800,86,"TS-RIGHT",0.342521643720411,8.27999999999975,20890593,20990593,21090593,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,86,"IHT",0.223951118203947,5.75,20890593,20990593,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,86,"Lasso",0.298585515388748,4.17000000000007,20890593,20990593,21190593,NA,NA,NA,NA,NA,NA,NA,0.40888657108183,NA,NA
1600,800,86,"Adaptive Huber",0.142139237613248,287.06,20890593,20990593,21290593,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,3.71634494402415,0.9
1600,800,86,"Shrinkage",1.23150153284987,11.8799999999992,20890593,20990593,21390593,NA,NA,NA,NA,NA,NA,NA,0.691432576230574,5.15775409409082,0.98
2000,800,86,"TS-RIGHT",0.261451328926976,8.5,20900593,21000593,21100593,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,86,"IHT",0.33137429531827,6.78999999999996,20900593,21000593,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,86,"Lasso",0.396174100433158,3.84000000000015,20900593,21000593,21200593,NA,NA,NA,NA,NA,NA,NA,0.385942359836505,NA,NA
2000,800,86,"Adaptive Huber",0.207182047224494,356.26,20900593,21000593,21300593,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.429491705117,0.95
2000,800,86,"Shrinkage",0.987748993867026,15.1499999999996,20900593,21000593,21400593,NA,NA,NA,NA,NA,NA,NA,0.855379164465654,5.35983928086293,0.98
2400,800,86,"TS-RIGHT",0.214502053991159,8.97999999999956,20910593,21010593,21110593,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,86,"IHT",7.15026491877161,7.80000000000018,20910593,21010593,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,86,"Lasso",0.346522977882387,5.57999999999993,20910593,21010593,21210593,NA,NA,NA,NA,NA,NA,NA,0.394826910171979,NA,NA
2400,800,86,"Adaptive Huber",0.286518415854946,454.79,20910593,21010593,21310593,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.80184121999914,0.95
2400,800,86,"Shrinkage",1.35508440782766,16.1800000000003,20910593,21010593,21410593,NA,NA,NA,NA,NA,NA,NA,0.67537143243451,3.62090912933081,0.95
800,800,87,"TS-RIGHT",0.422542107932586,9.19999999999982,20870594,20970594,21070594,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,87,"IHT",0.354681360065243,2.42000000000007,20870594,20970594,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,87,"Lasso",0.618015777181322,1.02000000000044,20870594,20970594,21170594,NA,NA,NA,NA,NA,NA,NA,0.625334604940298,NA,NA
800,800,87,"Adaptive Huber",0.289773777834071,127.07,20870594,20970594,21270594,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.32159805503524,0.95
800,800,87,"Shrinkage",1.48803103264135,1.46000000000004,20870594,20970594,21370594,NA,NA,NA,NA,NA,NA,NA,1.09346386262079,5.19118224422384,0.98
1200,800,87,"TS-RIGHT",0.303564189370106,7.05000000000018,20880594,20980594,21080594,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,87,"IHT",0.405323252357021,3.53999999999996,20880594,20980594,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,87,"Lasso",0.573581669313121,2.92000000000007,20880594,20980594,21180594,NA,NA,NA,NA,NA,NA,NA,0.594901891652911,NA,NA
1200,800,87,"Adaptive Huber",0.306154114360229,201.820000000001,20880594,20980594,21280594,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.81893527473936,0.95
1200,800,87,"Shrinkage",1.07237578845991,4.00999999999931,20880594,20980594,21380594,NA,NA,NA,NA,NA,NA,NA,0.618057598814198,3.50165058164502,0.95
1600,800,87,"TS-RIGHT",0.16770487184736,7.86999999999989,20890594,20990594,21090594,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,87,"IHT",0.396136146916786,5.17000000000007,20890594,20990594,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,87,"Lasso",0.363014654612039,7.14000000000033,20890594,20990594,21190594,NA,NA,NA,NA,NA,NA,NA,0.630245171461711,NA,NA
1600,800,87,"Adaptive Huber",0.243103469799245,293.61,20890594,20990594,21290594,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.379333081945,0.95
1600,800,87,"Shrinkage",0.966160507059267,13.6899999999996,20890594,20990594,21390594,NA,NA,NA,NA,NA,NA,NA,0.590416170674405,5.17499162983601,0.98
2000,800,87,"TS-RIGHT",0.198731880789211,8.73999999999978,20900594,21000594,21100594,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,87,"IHT",1.03633126159407,7.65000000000055,20900594,21000594,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,87,"Lasso",1.24879219844536,6.8799999999992,20900594,21000594,21200594,NA,NA,NA,NA,NA,NA,NA,1.83645300594865,NA,NA
2000,800,87,"Adaptive Huber",0.235147651926772,355.780000000001,20900594,21000594,21300594,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.97487639811171,0.95
2000,800,87,"Shrinkage",1.31432976599334,14.0500000000002,20900594,21000594,21400594,NA,NA,NA,NA,NA,NA,NA,0.819635283689964,3.64995769869364,0.95
2400,800,87,"TS-RIGHT",0.139884285550658,9.14000000000033,20910594,21010594,21110594,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,87,"IHT",0.214107645982962,7.80000000000018,20910594,21010594,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,87,"Lasso",0.218793637203048,3.90000000000055,20910594,21010594,21210594,NA,NA,NA,NA,NA,NA,NA,0.387022862808317,NA,NA
2400,800,87,"Adaptive Huber",0.115020435979939,443.469999999999,20910594,21010594,21310594,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.49477900302588,0.95
2400,800,87,"Shrinkage",0.870860189538396,14.0600000000004,20910594,21010594,21410594,NA,NA,NA,NA,NA,NA,NA,0.48561115676232,3.48355400771271,0.95
800,800,88,"TS-RIGHT",0.343732669149694,9.52999999999975,20870595,20970595,21070595,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,88,"IHT",0.467601833724396,2.69999999999982,20870595,20970595,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,88,"Lasso",0.54899324131395,1.53999999999996,20870595,20970595,21170595,NA,NA,NA,NA,NA,NA,NA,0.54283603687081,NA,NA
800,800,88,"Adaptive Huber",0.343049135194843,127.389999999999,20870595,20970595,21270595,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,9.87657651223386,0.98
800,800,88,"Shrinkage",1.49979147158136,1.80000000000018,20870595,20970595,21370595,NA,NA,NA,NA,NA,NA,NA,0.545261374142668,5.6309206198843,0.98
1200,800,88,"TS-RIGHT",0.29989152731848,8.1899999999996,20880595,20980595,21080595,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,88,"IHT",0.208345346058149,4.23000000000047,20880595,20980595,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,88,"Lasso",0.268719915484406,4.96999999999935,20880595,20980595,21180595,NA,NA,NA,NA,NA,NA,NA,0.465358616280443,NA,NA
1200,800,88,"Adaptive Huber",0.253176248830596,200.56,20880595,20980595,21280595,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.13473223763339,0.95
1200,800,88,"Shrinkage",1.28149678927391,3.90999999999985,20880595,20980595,21380595,NA,NA,NA,NA,NA,NA,NA,0.622433207462918,3.52563132644004,0.95
1600,800,88,"TS-RIGHT",0.156352523123542,8.57999999999993,20890595,20990595,21090595,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,88,"IHT",1.09467958941976,5.38999999999942,20890595,20990595,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,88,"Lasso",1.1984004825942,9.07999999999993,20890595,20990595,21190595,NA,NA,NA,NA,NA,NA,NA,1.59779332833652,NA,NA
1600,800,88,"Adaptive Huber",0.336640720260345,280.809999999999,20890595,20990595,21290595,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,7.25590265152858,0.95
1600,800,88,"Shrinkage",1.09936063960359,12.6199999999999,20890595,20990595,21390595,NA,NA,NA,NA,NA,NA,NA,0.786565527745926,5.38421156170891,0.98
2000,800,88,"TS-RIGHT",0.147905549304658,8.31999999999971,20900595,21000595,21100595,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,88,"IHT",0.234166904440666,8.14999999999964,20900595,21000595,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,88,"Lasso",0.235471923023076,5,20900595,21000595,21200595,NA,NA,NA,NA,NA,NA,NA,0.486763636228386,NA,NA
2000,800,88,"Adaptive Huber",0.165578819396519,349.990000000001,20900595,21000595,21300595,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.20657142843684,0.95
2000,800,88,"Shrinkage",1.39298821001818,13.0799999999999,20900595,21000595,21400595,NA,NA,NA,NA,NA,NA,NA,0.754879682039574,3.68498742170492,0.95
2400,800,88,"TS-RIGHT",0.188999669170112,8.48999999999978,20910595,21010595,21110595,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,88,"IHT",0.278387527636299,9.55000000000018,20910595,21010595,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,88,"Lasso",0.550689593252954,6.57999999999993,20910595,21010595,21210595,NA,NA,NA,NA,NA,NA,NA,0.737603721589984,NA,NA
2400,800,88,"Adaptive Huber",0.216874482275313,433.78,20910595,21010595,21310595,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.31821395315273,0.95
2400,800,88,"Shrinkage",0.957192560819764,15.1700000000001,20910595,21010595,21410595,NA,NA,NA,NA,NA,NA,NA,0.56155801698772,3.65799097674002,0.95
800,800,89,"TS-RIGHT",0.391807462875438,8.35999999999967,20870596,20970596,21070596,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,89,"IHT",0.555274204819677,2.09000000000015,20870596,20970596,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,89,"Lasso",0.640046177501029,0.9399999999996,20870596,20970596,21170596,NA,NA,NA,NA,NA,NA,NA,1.0160257960141,NA,NA
800,800,89,"Adaptive Huber",0.219473163633657,121.48,20870596,20970596,21270596,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.57927726180233,0.95
800,800,89,"Shrinkage",1.04443158507455,1.48999999999978,20870596,20970596,21370596,NA,NA,NA,NA,NA,NA,NA,0.899922846468211,5.24624191555009,0.98
1200,800,89,"TS-RIGHT",0.275880076806878,6.8799999999992,20880596,20980596,21080596,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,89,"IHT",0.583557817030086,4.78000000000065,20880596,20980596,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,89,"Lasso",0.687496332319181,3.36000000000058,20880596,20980596,21180596,NA,NA,NA,NA,NA,NA,NA,0.611625523623662,NA,NA
1200,800,89,"Adaptive Huber",0.217999513722828,196.4,20880596,20980596,21280596,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.66776198644765,0.95
1200,800,89,"Shrinkage",1.62319157082992,4.5,20880596,20980596,21380596,NA,NA,NA,NA,NA,NA,NA,0.793350908742387,5.45856599745518,0.98
1600,800,89,"TS-RIGHT",0.248908839096179,7.66000000000076,20890596,20990596,21090596,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,89,"IHT",0.287081442044801,5.22999999999956,20890596,20990596,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,89,"Lasso",0.340793782747776,4.05000000000018,20890596,20990596,21190596,NA,NA,NA,NA,NA,NA,NA,0.49430533534482,NA,NA
1600,800,89,"Adaptive Huber",0.253258717830304,284.08,20890596,20990596,21290596,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.60382097150835,0.95
1600,800,89,"Shrinkage",1.25833029368705,12.9300000000003,20890596,20990596,21390596,NA,NA,NA,NA,NA,NA,NA,0.749083131655747,5.34695468819977,0.98
2000,800,89,"TS-RIGHT",0.187606415844047,8.14999999999964,20900596,21000596,21100596,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,89,"IHT",0.264623103524816,6.35999999999967,20900596,21000596,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,89,"Lasso",0.316941453246857,5.25,20900596,21000596,21200596,NA,NA,NA,NA,NA,NA,NA,0.447555922533919,NA,NA
2000,800,89,"Adaptive Huber",0.253883440584388,356.71,20900596,21000596,21300596,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.84839267907343,0.95
2000,800,89,"Shrinkage",0.92649617288563,14.9499999999998,20900596,21000596,21400596,NA,NA,NA,NA,NA,NA,NA,0.675935122073737,5.12962687271979,0.98
2400,800,89,"TS-RIGHT",0.209081901658189,8.76000000000022,20910596,21010596,21110596,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,89,"IHT",0.340396870999816,7.39999999999964,20910596,21010596,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,89,"Lasso",0.274380851516061,4.88999999999942,20910596,21010596,21210596,NA,NA,NA,NA,NA,NA,NA,0.561494088777407,NA,NA
2400,800,89,"Adaptive Huber",0.211559015508012,445.450000000001,20910596,21010596,21310596,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.2340743030484,0.95
2400,800,89,"Shrinkage",0.726810041128311,15.9200000000001,20910596,21010596,21410596,NA,NA,NA,NA,NA,NA,NA,0.738611033409964,5.45869807143756,0.98
800,800,90,"TS-RIGHT",0.311153484392118,8.72999999999956,20870597,20970597,21070597,"TS_n800_h155f087a",0.5,200,8,101,0.02,NA,NA,NA,NA
800,800,90,"IHT",0.439452785128246,2.3100000000004,20870597,20970597,NA,"IHT_n800_h17021d83",NA,NA,NA,NA,0.01,200,NA,NA,NA
800,800,90,"Lasso",0.616078281964166,0.839999999999236,20870597,20970597,21170597,NA,NA,NA,NA,NA,NA,NA,0.551121388850368,NA,NA
800,800,90,"Adaptive Huber",0.363281253739847,123.56,20870597,20970597,21270597,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,6.04639556072243,0.95
800,800,90,"Shrinkage",1.97614471002824,1.57999999999993,20870597,20970597,21370597,NA,NA,NA,NA,NA,NA,NA,0.722433467538462,3.52859740661111,0.95
1200,800,90,"TS-RIGHT",0.284972949701257,7.72000000000025,20880597,20980597,21080597,"TS_n1200_h069793c2",0.5,150,8,76,0.02,NA,NA,NA,NA
1200,800,90,"IHT",2.25166356976504,3.44999999999982,20880597,20980597,NA,"IHT_n1200_h2051495b",NA,NA,NA,NA,0.01,200,NA,NA,NA
1200,800,90,"Lasso",4.18898003795255,7.61000000000058,20880597,20980597,21180597,NA,NA,NA,NA,NA,NA,NA,4.99637225945309,NA,NA
1200,800,90,"Adaptive Huber",0.440056918893231,205.52,20880597,20980597,21280597,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,17.0639752983456,0.95
1200,800,90,"Shrinkage",1.46083489790807,4.78000000000065,20880597,20980597,21380597,NA,NA,NA,NA,NA,NA,NA,0.907428958300672,3.73089705482362,0.95
1600,800,90,"TS-RIGHT",0.175129595714625,6.72999999999956,20890597,20990597,21090597,"TS_n1600_h21db9f6b",0.5,150,8,76,0.02,NA,NA,NA,NA
1600,800,90,"IHT",0.235887474964972,6.91000000000076,20890597,20990597,NA,"IHT_n1600_h06b009d4",NA,NA,NA,NA,0.01,200,NA,NA,NA
1600,800,90,"Lasso",0.297293797839676,3.66999999999916,20890597,20990597,21190597,NA,NA,NA,NA,NA,NA,NA,0.370853055565317,NA,NA
1600,800,90,"Adaptive Huber",0.244177738920342,281.02,20890597,20990597,21290597,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.99817945804193,0.95
1600,800,90,"Shrinkage",1.12062771402631,10.8199999999997,20890597,20990597,21390597,NA,NA,NA,NA,NA,NA,NA,0.664912428522807,5.36640698114602,0.98
2000,800,90,"TS-RIGHT",0.267568226770764,8.63000000000011,20900597,21000597,21100597,"TS_n2000_h06bee7e5",0.5,150,8,76,0.02,NA,NA,NA,NA
2000,800,90,"IHT",7.07939344486331e+99,7.14000000000033,20900597,21000597,NA,"IHT_n2000_h371ec77d",NA,NA,NA,NA,0.01,200,NA,NA,NA
2000,800,90,"Lasso",0.442100268540755,2.68000000000029,20900597,21000597,21200597,NA,NA,NA,NA,NA,NA,NA,0.802852830335025,NA,NA
2000,800,90,"Adaptive Huber",0.141175279393127,349.099999999999,20900597,21000597,21300597,NA,NA,NA,NA,NA,NA,NA,0.138949549437314,5.78250620339249,0.95
2000,800,90,"Shrinkage",1.33310219855607,13.9700000000003,20900597,21000597,21400597,NA,NA,NA,NA,NA,NA,NA,0.776071220463489,3.56385729171771,0.95
2400,800,90,"TS-RIGHT",0.24085844304562,8.3100000000004,20910597,21010597,21110597,"TS_n2400_h2202f38e",0.5,150,8,76,0.02,NA,NA,NA,NA
2400,800,90,"IHT",2.402864283477e+126,10.3199999999997,20910597,21010597,NA,"IHT_n2400_h1d7d87f6",NA,NA,NA,NA,0.01,200,NA,NA,NA
2400,800,90,"Lasso",0.20295171198027,5.42000000000007,20910597,21010597,21210597,NA,NA,NA,NA,NA,NA,NA,0.509400415263657,NA,NA
2400,800,90,"Adaptive Huber",0.154856474255566,455.599999999999,20910597,21010597,21310597,NA,NA,NA,NA,NA,NA,NA,0.372759372031494,5.39219917989261,0.95
