"model","rep_id","radius_id","radius","cand_id","K_name","regime","multiplier","K","block_size","q_top","topq_error","l2_error","linf_error","ref_grad_norm"
"linear",23,4,0.5,1,"K2_c12","local",12,77,25,125,2.8861947772025,3.49439252016306,0.505561939398027,2.5
"linear",23,4,0.5,1,"K2_c14","local",14,90,22,125,2.9063342711378,3.54551427682506,0.577906370877893,2.5
"linear",23,4,0.5,2,"K1_global","global",1,160,12,125,2.56116060960334,2.96061101997984,0.956730759798196,2.5
"linear",23,4,0.5,2,"K2_c10","local",10,64,31,125,3.10113190519972,3.64337057164314,0.855801136828475,2.5
"linear",23,4,0.5,2,"K2_c12","local",12,77,25,125,2.96474746938559,3.51176595068451,0.787836508161656,2.5
"linear",23,4,0.5,2,"K2_c14","local",14,90,22,125,2.8466588808916,3.37700809320091,0.778143366583691,2.5
"linear",23,4,0.5,3,"K1_global","global",1,160,12,125,2.46622421256731,2.93521162420979,0.809844477981364,2.5
"linear",23,4,0.5,3,"K2_c10","local",10,64,31,125,3.01820755310252,3.6067961828121,0.767140903882861,2.5
"linear",23,4,0.5,3,"K2_c12","local",12,77,25,125,2.80789734544982,3.38517635590922,0.723845800564866,2.5
"linear",23,4,0.5,3,"K2_c14","local",14,90,22,125,2.72560981875018,3.26453633476361,0.701056325655837,2.5
"linear",23,4,0.5,4,"K1_global","global",1,160,12,125,2.33936565935623,2.81245661306037,0.48722508785526,2.5
"linear",23,4,0.5,4,"K2_c10","local",10,64,31,125,3.01618714973387,3.70614835279387,0.497145392836468,2.5
"linear",23,4,0.5,4,"K2_c12","local",12,77,25,125,2.77038786553408,3.33988447671981,0.471611009324898,2.5
"linear",23,4,0.5,4,"K2_c14","local",14,90,22,125,2.68403630424167,3.26447812305009,0.505158275079872,2.5
"linear",23,4,0.5,5,"K1_global","global",1,160,12,125,2.66346631535605,3.16571972050039,0.72723513820118,2.5
"linear",23,4,0.5,5,"K2_c10","local",10,64,31,125,3.0977635028137,3.72803733798537,0.59955973391095,2.5
"linear",23,4,0.5,5,"K2_c12","local",12,77,25,125,2.96602951384376,3.52170940613249,0.690859353695185,2.5
"linear",23,4,0.5,5,"K2_c14","local",14,90,22,125,2.91590530937199,3.5088150320672,0.733521040534331,2.5
"linear",23,4,0.5,6,"K1_global","global",1,160,12,125,2.48556677653138,2.94010280723653,0.760017306885647,2.5
"linear",23,4,0.5,6,"K2_c10","local",10,64,31,125,3.03331269453011,3.68248661053858,0.623222314398531,2.5
"linear",23,4,0.5,6,"K2_c12","local",12,77,25,125,2.95622080788292,3.64320306746182,0.663415563307559,2.5
"linear",23,4,0.5,6,"K2_c14","local",14,90,22,125,2.80103280372989,3.33398477756191,0.665064242759497,2.5
"linear",23,4,0.5,7,"K1_global","global",1,160,12,125,2.47016946326748,2.90870180586954,0.836669474735351,2.5
"linear",23,4,0.5,7,"K2_c10","local",10,64,31,125,3.12518101532935,3.79946161245015,0.856922813455445,2.5
"linear",23,4,0.5,7,"K2_c12","local",12,77,25,125,2.97827526520253,3.58389544331847,0.747551785826796,2.5
"linear",23,4,0.5,7,"K2_c14","local",14,90,22,125,2.79300221270307,3.33362555706329,0.780718081145478,2.5
"linear",23,4,0.5,8,"K1_global","global",1,160,12,125,2.50288312560679,2.92256245976238,0.76176773945781,2.5
"linear",23,4,0.5,8,"K2_c10","local",10,64,31,125,3.29230773529614,3.97047060509632,0.712140824577494,2.5
"linear",23,4,0.5,8,"K2_c12","local",12,77,25,125,2.97983506100024,3.65430152415632,0.622159020125268,2.5
"linear",23,4,0.5,8,"K2_c14","local",14,90,22,125,2.92161728773173,3.52510494784751,0.606268504167405,2.5
"linear",23,4,0.5,9,"K1_global","global",1,160,12,125,2.48965465542293,2.96202687228338,0.811316569181957,2.5
"linear",23,4,0.5,9,"K2_c10","local",10,64,31,125,3.09189631280757,3.67747093708219,0.573303912770618,2.5
"linear",23,4,0.5,9,"K2_c12","local",12,77,25,125,2.93226545154117,3.49294895279455,0.6380325152634,2.5
"linear",23,4,0.5,9,"K2_c14","local",14,90,22,125,2.85790247660478,3.37417517704573,0.708224329869149,2.5
"linear",23,4,0.5,10,"K1_global","global",1,160,12,125,2.44934875589343,2.92235304350265,0.960979618397932,2.5
"linear",23,4,0.5,10,"K2_c10","local",10,64,31,125,3.12032266991794,3.73761771658221,0.827165172665845,2.5
"linear",23,4,0.5,10,"K2_c12","local",12,77,25,125,2.96456777304377,3.52196984383995,0.892249825060255,2.5
"linear",23,4,0.5,10,"K2_c14","local",14,90,22,125,2.80907076328326,3.37105185845943,0.913352142464695,2.5
"linear",23,4,0.5,11,"K1_global","global",1,160,12,125,2.61347090659694,3.07973793863787,0.673113642928814,2.5
"linear",23,4,0.5,11,"K2_c10","local",10,64,31,125,3.09349237171573,3.74477457641559,0.637970565944187,2.5
"linear",23,4,0.5,11,"K2_c12","local",12,77,25,125,2.93756073990743,3.60947195340901,0.669430907853757,2.5
"linear",23,4,0.5,11,"K2_c14","local",14,90,22,125,2.86909986100483,3.45629909735149,0.595424774624859,2.5
"linear",23,4,0.5,12,"K1_global","global",1,160,12,125,2.66917837129359,3.11338673561229,1.06288233125145,2.5
"linear",23,4,0.5,12,"K2_c10","local",10,64,31,125,3.13874707135611,3.70963152372279,0.762157140040571,2.5
"linear",23,4,0.5,12,"K2_c12","local",12,77,25,125,2.97029056682504,3.54989890608722,0.935867947881212,2.5
"linear",23,4,0.5,12,"K2_c14","local",14,90,22,125,2.87660160213732,3.41908206276977,0.980194711279536,2.5
"linear",23,5,0.25,1,"K1_global","global",1,160,12,125,2.01009068021031,2.44120522552669,0.347102355441371,1.25
"linear",23,5,0.25,1,"K2_c10","local",10,64,31,125,2.61577975506978,3.15157357272655,0.451354673641431,1.25
"linear",23,5,0.25,1,"K2_c12","local",12,77,25,125,2.34021208895014,2.85441980340516,0.372392497054858,1.25
"linear",23,5,0.25,1,"K2_c14","local",14,90,22,125,2.37286385511213,2.86561246895113,0.360349640283389,1.25
"linear",23,5,0.25,2,"K1_global","global",1,160,12,125,1.98362921011906,2.46276248633497,0.313246361485902,1.25
"linear",23,5,0.25,2,"K2_c10","local",10,64,31,125,2.54281931847942,3.10419641694145,0.435535747505218,1.25
"linear",23,5,0.25,2,"K2_c12","local",12,77,25,125,2.33294437867066,2.86391664315588,0.388577268452952,1.25
"linear",23,5,0.25,2,"K2_c14","local",14,90,22,125,2.39948067295307,2.90171537801411,0.388724565381102,1.25
"linear",23,5,0.25,3,"K1_global","global",1,160,12,125,1.95626785615381,2.42867966851277,0.417889083419416,1.25
"linear",23,5,0.25,3,"K2_c10","local",10,64,31,125,2.61603169987699,3.16331683912097,0.467072524340663,1.25
"linear",23,5,0.25,3,"K2_c12","local",12,77,25,125,2.38797263487332,2.94625288262397,0.42186270695506,1.25
"linear",23,5,0.25,3,"K2_c14","local",14,90,22,125,2.37422520562785,2.88076352908477,0.53905495626074,1.25
"linear",23,5,0.25,4,"K1_global","global",1,160,12,125,2.03263575188814,2.4844578183109,0.311735635380511,1.25
"linear",23,5,0.25,4,"K2_c10","local",10,64,31,125,2.56975497073845,3.12389503537931,0.389920055946435,1.25
"linear",23,5,0.25,4,"K2_c12","local",12,77,25,125,2.41005568390773,2.94439389758983,0.41315610661679,1.25
"linear",23,5,0.25,4,"K2_c14","local",14,90,22,125,2.43521438724582,2.93314818778367,0.409800886102625,1.25
"linear",23,5,0.25,5,"K1_global","global",1,160,12,125,1.95717829191509,2.38467375750971,0.436699534255053,1.25
"linear",23,5,0.25,5,"K2_c10","local",10,64,31,125,2.52087536475024,3.08248899840894,0.377048517627418,1.25
"linear",23,5,0.25,5,"K2_c12","local",12,77,25,125,2.42772817171058,2.94736555614038,0.389519335269535,1.25
"linear",23,5,0.25,5,"K2_c14","local",14,90,22,125,2.33062352946234,2.85201887462009,0.406959904376438,1.25
"linear",23,5,0.25,6,"K1_global","global",1,160,12,125,1.9550509959828,2.40260370186446,0.4200607521925,1.25
"linear",23,5,0.25,6,"K2_c10","local",10,64,31,125,2.57025527381815,3.15315198469685,0.442353437275596,1.25
"linear",23,5,0.25,6,"K2_c12","local",12,77,25,125,2.40979784815308,2.89226596964496,0.375458499558769,1.25
"linear",23,5,0.25,6,"K2_c14","local",14,90,22,125,2.34048630086111,2.84999835868612,0.345732750136693,1.25
"linear",23,5,0.25,7,"K1_global","global",1,160,12,125,2.07490696386931,2.55427656521208,0.39839824139317,1.25
"linear",23,5,0.25,7,"K2_c10","local",10,64,31,125,2.69362279030568,3.2550173366606,0.447408908722207,1.25
"linear",23,5,0.25,7,"K2_c12","local",12,77,25,125,2.44247021631522,2.99681986588158,0.382643045285849,1.25
"linear",23,5,0.25,7,"K2_c14","local",14,90,22,125,2.40938451352791,2.89909479199464,0.354738355337498,1.25
"linear",23,5,0.25,8,"K1_global","global",1,160,12,125,2.01640075118638,2.47717809191696,0.433255155222694,1.25
"linear",23,5,0.25,8,"K2_c10","local",10,64,31,125,2.55106544946229,3.14239517890041,0.450192061320562,1.25
"linear",23,5,0.25,8,"K2_c12","local",12,77,25,125,2.40215448974687,2.95417612130185,0.373346588579682,1.25
"linear",23,5,0.25,8,"K2_c14","local",14,90,22,125,2.36982263338627,2.91765180456831,0.469468754218164,1.25
"linear",23,5,0.25,9,"K1_global","global",1,160,12,125,2.00332007579891,2.46234492797329,0.475825162230792,1.25
"linear",23,5,0.25,9,"K2_c10","local",10,64,31,125,2.58309543053598,3.13969313043329,0.438372170665629,1.25
"linear",23,5,0.25,9,"K2_c12","local",12,77,25,125,2.22339869804657,2.70673648051849,0.423594863727424,1.25
"linear",23,5,0.25,9,"K2_c14","local",14,90,22,125,2.32583009824089,2.80946998921099,0.367787452319769,1.25
"linear",23,5,0.25,10,"K1_global","global",1,160,12,125,2.0890193404486,2.51232116270763,0.404469698222637,1.25
"linear",23,5,0.25,10,"K2_c10","local",10,64,31,125,2.6399680047013,3.16039752378804,0.416346227924548,1.25
"linear",23,5,0.25,10,"K2_c12","local",12,77,25,125,2.43467451273929,2.94022842753261,0.391487915128926,1.25
"linear",23,5,0.25,10,"K2_c14","local",14,90,22,125,2.41848118836293,2.9315392341122,0.392207322704064,1.25
"linear",23,5,0.25,11,"K1_global","global",1,160,12,125,1.96373514813521,2.39677768369835,0.438997175482987,1.25
"linear",23,5,0.25,11,"K2_c10","local",10,64,31,125,2.51821145859604,3.07839346872074,0.433365099806223,1.25
"linear",23,5,0.25,11,"K2_c12","local",12,77,25,125,2.42160678050751,2.89495282829701,0.530113991381446,1.25
"linear",23,5,0.25,11,"K2_c14","local",14,90,22,125,2.35138894400444,2.82739222216573,0.597449106768587,1.25
"linear",23,5,0.25,12,"K1_global","global",1,160,12,125,1.97674831314762,2.43504092769944,0.327802991081373,1.25
"linear",23,5,0.25,12,"K2_c10","local",10,64,31,125,2.60134394758045,3.17942672930486,0.420927142233308,1.25
"linear",23,5,0.25,12,"K2_c12","local",12,77,25,125,2.43652949241228,3.03415102655367,0.350163518877793,1.25
"linear",23,5,0.25,12,"K2_c14","local",14,90,22,125,2.52852872482411,3.03279165317486,0.386489149019625,1.25
"linear",23,6,0.1,1,"K1_global","global",1,160,12,125,1.77698728357616,2.21438871945035,0.332601438496989,0.5
"linear",23,6,0.1,1,"K2_c10","local",10,64,31,125,2.36795250011695,2.85772706570863,0.375120090128824,0.5
"linear",23,6,0.1,1,"K2_c12","local",12,77,25,125,2.05578645686741,2.51662876536595,0.374263764911223,0.5
"linear",23,6,0.1,1,"K2_c14","local",14,90,22,125,2.11910709866479,2.55960531870198,0.357802320652109,0.5
"linear",23,6,0.1,2,"K1_global","global",1,160,12,125,1.74860800629637,2.1822925527836,0.283592954674742,0.5
"linear",23,6,0.1,2,"K2_c10","local",10,64,31,125,2.38822486796576,2.85644535385388,0.466050917339925,0.5
"linear",23,6,0.1,2,"K2_c12","local",12,77,25,125,2.16117065592924,2.62491744192414,0.337773867902308,0.5
"linear",23,6,0.1,2,"K2_c14","local",14,90,22,125,2.19469250459204,2.62254837264855,0.340705197399858,0.5
"linear",23,6,0.1,3,"K1_global","global",1,160,12,125,1.75031909193691,2.16561410118317,0.304574270664989,0.5
"linear",23,6,0.1,3,"K2_c10","local",10,64,31,125,2.47654257031829,3.01251294308358,0.430597926370397,0.5
"linear",23,6,0.1,3,"K2_c12","local",12,77,25,125,2.13722085249601,2.59076330589634,0.33325729763197,0.5
"linear",23,6,0.1,3,"K2_c14","local",14,90,22,125,2.19767171284101,2.64305043044937,0.348429356080841,0.5
"linear",23,6,0.1,4,"K1_global","global",1,160,12,125,1.76271960335995,2.21670755150397,0.306499076768516,0.5
"linear",23,6,0.1,4,"K2_c10","local",10,64,31,125,2.48097916502044,2.97889765887334,0.406699165972647,0.5
"linear",23,6,0.1,4,"K2_c12","local",12,77,25,125,2.11745601765257,2.57110552611409,0.333401700455308,0.5
"linear",23,6,0.1,4,"K2_c14","local",14,90,22,125,2.13386976716032,2.55391641860238,0.334532027572803,0.5
"linear",23,6,0.1,5,"K1_global","global",1,160,12,125,1.73653423560065,2.15970200942617,0.26464427679166,0.5
"linear",23,6,0.1,5,"K2_c10","local",10,64,31,125,2.36852016877066,2.86101852505337,0.381185451914435,0.5
"linear",23,6,0.1,5,"K2_c12","local",12,77,25,125,2.0928638633307,2.52353351514753,0.394500473450724,0.5
"linear",23,6,0.1,5,"K2_c14","local",14,90,22,125,2.06392155534617,2.52023226457855,0.305558229379383,0.5
"linear",23,6,0.1,6,"K1_global","global",1,160,12,125,1.75188820267318,2.18061101518815,0.285142097049509,0.5
"linear",23,6,0.1,6,"K2_c10","local",10,64,31,125,2.40690214153938,2.92577064444683,0.376188491923081,0.5
"linear",23,6,0.1,6,"K2_c12","local",12,77,25,125,2.07870795726631,2.54831506517251,0.397295437317337,0.5
"linear",23,6,0.1,6,"K2_c14","local",14,90,22,125,2.16672856720023,2.65721591831354,0.35667596547004,0.5
"linear",23,6,0.1,7,"K1_global","global",1,160,12,125,1.76458479652973,2.18208550169761,0.283784952662437,0.5
"linear",23,6,0.1,7,"K2_c10","local",10,64,31,125,2.4178221419641,2.90779765582752,0.416489350621639,0.5
"linear",23,6,0.1,7,"K2_c12","local",12,77,25,125,2.15470556251463,2.61367663709569,0.344373352533968,0.5
"linear",23,6,0.1,7,"K2_c14","local",14,90,22,125,2.05773864035437,2.53288582937141,0.32511447642226,0.5
"linear",23,6,0.1,8,"K1_global","global",1,160,12,125,1.73908501056843,2.15198394954474,0.359744908119892,0.5
"linear",23,6,0.1,8,"K2_c10","local",10,64,31,125,2.39754404606716,2.87595530798553,0.473244239073575,0.5
"linear",23,6,0.1,8,"K2_c12","local",12,77,25,125,2.12052423591957,2.5946181214595,0.380026911451576,0.5
"linear",23,6,0.1,8,"K2_c14","local",14,90,22,125,2.04901670780514,2.48963859125041,0.40924396177098,0.5
"linear",23,6,0.1,9,"K1_global","global",1,160,12,125,1.81727745332759,2.25398103365139,0.301576655856688,0.5
"linear",23,6,0.1,9,"K2_c10","local",10,64,31,125,2.4217725298388,2.97352107486861,0.396461752091965,0.5
"linear",23,6,0.1,9,"K2_c12","local",12,77,25,125,2.22241628744261,2.72222132969884,0.35297004426411,0.5
"linear",23,6,0.1,9,"K2_c14","local",14,90,22,125,2.18383175958206,2.65594700531153,0.310154264211709,0.5
"linear",23,6,0.1,10,"K1_global","global",1,160,12,125,1.74158643396407,2.12635039335713,0.247352677846315,0.5
"linear",23,6,0.1,10,"K2_c10","local",10,64,31,125,2.43601428991253,2.91003317933111,0.363587195446543,0.5
"linear",23,6,0.1,10,"K2_c12","local",12,77,25,125,2.25068462727295,2.70314300393297,0.340774831469961,0.5
"linear",23,6,0.1,10,"K2_c14","local",14,90,22,125,2.14460988768855,2.59465885512566,0.301696802702032,0.5
"linear",23,6,0.1,11,"K1_global","global",1,160,12,125,1.7673946163331,2.15580191854009,0.301578715448085,0.5
"linear",23,6,0.1,11,"K2_c10","local",10,64,31,125,2.42264421859861,2.94482505099527,0.415006654360137,0.5
"linear",23,6,0.1,11,"K2_c12","local",12,77,25,125,2.16935121107117,2.61624333231138,0.40856866631589,0.5
"linear",23,6,0.1,11,"K2_c14","local",14,90,22,125,2.14274827131836,2.61074088589699,0.327918963766906,0.5
"linear",23,6,0.1,12,"K1_global","global",1,160,12,125,1.79050173600718,2.25778875457755,0.280316706619707,0.5
"linear",23,6,0.1,12,"K2_c10","local",10,64,31,125,2.42089231947903,2.98085210674426,0.376490378617029,0.5
"linear",23,6,0.1,12,"K2_c12","local",12,77,25,125,2.13533495774964,2.62943112185081,0.333026758432477,0.5
"linear",23,6,0.1,12,"K2_c14","local",14,90,22,125,2.17961606064826,2.65689843918067,0.37249933583591,0.5
"linear",24,1,4,1,"K1_global","global",1,160,12,125,14.7093993538611,15.4119264423163,9.85727095427472,20
"linear",24,1,4,1,"K2_c10","local",10,64,31,125,14.6407360025736,16.0562700477925,9.26184595789429,20
"linear",24,1,4,1,"K2_c12","local",12,77,25,125,14.6904539913953,16.1094647785783,9.25284179009077,20
"linear",24,1,4,1,"K2_c14","local",14,90,22,125,14.3850218590919,15.6226397244898,9.23253644038051,20
"linear",24,1,4,2,"K1_global","global",1,160,12,125,13.931340040249,14.6733205705144,6.49053567716438,20
"linear",24,1,4,2,"K2_c10","local",10,64,31,125,14.0822018054842,15.6617371562331,5.24132941635964,20
"linear",24,1,4,2,"K2_c12","local",12,77,25,125,13.8567105334315,15.0937284652487,5.35681390210235,20
"linear",24,1,4,2,"K2_c14","local",14,90,22,125,13.8223433480214,15.0906641714089,5.65780059404661,20
"linear",24,1,4,3,"K1_global","global",1,160,12,125,13.142138421851,13.9932523487951,9.42507663220794,20
"linear",24,1,4,3,"K2_c10","local",10,64,31,125,14.2491571550729,15.7935847596285,8.75890056435837,20
"linear",24,1,4,3,"K2_c12","local",12,77,25,125,13.9451851695343,15.2772320506007,8.62587739201089,20
"linear",24,1,4,3,"K2_c14","local",14,90,22,125,13.7064774279838,15.0041558929451,9.0857552715089,20
"linear",24,1,4,4,"K1_global","global",1,160,12,125,14.1784192575611,14.8967592340775,9.44215706089602,20
"linear",24,1,4,4,"K2_c10","local",10,64,31,125,14.3883729385137,16.0050942830451,8.24325562412525,20
"linear",24,1,4,4,"K2_c12","local",12,77,25,125,14.2597311157549,15.5382116640202,8.31435215117237,20
"linear",24,1,4,4,"K2_c14","local",14,90,22,125,13.8472620574194,14.9079906315958,8.6266668381381,20
"linear",24,1,4,5,"K1_global","global",1,160,12,125,13.4867292177111,14.3896378950255,6.29418431040397,20
"linear",24,1,4,5,"K2_c10","local",10,64,31,125,13.1554596071834,14.7158542393986,4.99736081604967,20
"linear",24,1,4,5,"K2_c12","local",12,77,25,125,13.8108729000862,15.2721227363428,6.05831971329961,20
"linear",24,1,4,5,"K2_c14","local",14,90,22,125,13.4312636245654,14.7010152567187,5.79608970248646,20
"linear",24,1,4,6,"K1_global","global",1,160,12,125,13.6388756797305,14.419472144243,7.80678783892032,20
"linear",24,1,4,6,"K2_c10","local",10,64,31,125,13.1714727532605,14.8415948825934,5.24195783539912,20
"linear",24,1,4,6,"K2_c12","local",12,77,25,125,13.3772467269223,14.9197600895681,6.25672603894913,20
"linear",24,1,4,6,"K2_c14","local",14,90,22,125,13.4587077927465,14.6993392775107,6.89598443658015,20
"linear",24,1,4,7,"K1_global","global",1,160,12,125,13.879984223031,14.6735471173868,8.72728437396823,20
"linear",24,1,4,7,"K2_c10","local",10,64,31,125,14.2377846748075,15.9112187262413,7.7205096706174,20
"linear",24,1,4,7,"K2_c12","local",12,77,25,125,14.2221034277157,15.9741191954357,7.71652745906269,20
"linear",24,1,4,7,"K2_c14","local",14,90,22,125,14.0375740909517,15.4474600634426,8.18464918514234,20
"linear",24,1,4,8,"K1_global","global",1,160,12,125,13.959720970642,14.7810639696496,8.01190694153035,20
"linear",24,1,4,8,"K2_c10","local",10,64,31,125,14.4351183126018,15.8420261618685,7.72020721731018,20
"linear",24,1,4,8,"K2_c12","local",12,77,25,125,14.5619024488742,15.8661834340235,7.76447366518913,20
"linear",24,1,4,8,"K2_c14","local",14,90,22,125,14.0463519250729,15.2645234804151,7.76526085957482,20
"linear",24,1,4,9,"K1_global","global",1,160,12,125,13.1654118958264,14.1028352877802,8.73793464027778,20
"linear",24,1,4,9,"K2_c10","local",10,64,31,125,14.1859011223748,15.9796040167846,7.659777122541,20
"linear",24,1,4,9,"K2_c12","local",12,77,25,125,14.2648890346071,15.5652712617551,8.3547406399461,20
"linear",24,1,4,9,"K2_c14","local",14,90,22,125,13.7043317251761,15.0373523812099,8.09082303554784,20
"linear",24,1,4,10,"K1_global","global",1,160,12,125,13.2736493891551,14.1776659365662,6.14439749676563,20
"linear",24,1,4,10,"K2_c10","local",10,64,31,125,13.6148921768927,15.6440318613776,5.8611656043282,20
